Year,League,Date,Time,Home,Away,G_home,G_away,Home_W,Draw,Away_W,Venue,Attendance
2008,Eredivise,2007-09-15,,Heracles Almelo,Ajax,0,1,0,0,1,Polman Stadion,
2008,Eredivise,2007-09-16,,Roda JC,Feyenoord,1,3,0,0,1,Parkstad Limburg Stadion,
2008,Eredivise,2007-09-16,,Willem II,Twente,1,3,0,0,1,Koning Willem II Stadion,
2008,Eredivise,2007-09-16,,NEC Nijmegen,NAC Breda,0,1,0,0,1,Goffertstadion,
2008,Eredivise,2007-09-16,,Sparta R'dam,AZ Alkmaar,2,2,0,1,0,Sparta Stadion,
2008,Eredivise,2007-09-21,,VVV-Venlo,NAC Breda,1,3,0,0,1,Seacon Stadion - De Koel -,
2008,Eredivise,2007-09-22,,Sparta R'dam,Heracles Almelo,1,1,0,1,0,Sparta Stadion,
2008,Eredivise,2007-09-22,,Vitesse,De Graafschap,0,2,0,0,1,GelreDome,
2008,Eredivise,2007-09-22,,Willem II,Roda JC,1,0,1,0,0,Koning Willem II Stadion,
2008,Eredivise,2007-09-23,,PSV Eindhoven,Feyenoord,4,0,1,0,0,Philips Stadion,
2008,Eredivise,2007-09-23,,Excelsior,Groningen,1,3,0,0,1,Stadion Woudestein,
2008,Eredivise,2007-09-23,,Twente,NEC Nijmegen,3,0,1,0,0,De Grolsch Veste,
2008,Eredivise,2007-09-23,,Heerenveen,Utrecht,2,3,0,0,1,Abe Lenstra stadion,
2008,Eredivise,2007-09-23,,AZ Alkmaar,Ajax,2,3,0,0,1,AFAS Stadion,
2008,Eredivise,2007-09-29,,NAC Breda,PSV Eindhoven,1,1,0,1,0,Rat Verlegh Stadion,
2008,Eredivise,2007-09-29,,Roda JC,Excelsior,3,3,0,1,0,Parkstad Limburg Stadion,
2008,Eredivise,2007-09-29,,Feyenoord,Heerenveen,2,0,1,0,0,De Kuip,
2008,Eredivise,2007-09-29,,Groningen,Sparta R'dam,1,0,1,0,0,Euroborg,
2008,Eredivise,2007-09-30,,De Graafschap,Twente,0,0,0,1,0,De Vijverberg,
2008,Eredivise,2007-09-30,,NEC Nijmegen,Willem II,1,0,1,0,0,Goffertstadion,
2008,Eredivise,2007-09-30,,Heracles Almelo,AZ Alkmaar,2,1,1,0,0,Polman Stadion,
2008,Eredivise,2007-09-30,,Ajax,VVV-Venlo,6,1,1,0,0,Amsterdam ArenA,
2008,Eredivise,2007-09-30,,Utrecht,Vitesse,2,4,0,0,1,Galgenwaard,
2008,Eredivise,2007-10-05,,VVV-Venlo,Utrecht,1,2,0,0,1,Seacon Stadion - De Koel -,
2008,Eredivise,2007-10-06,,PSV Eindhoven,Willem II,3,0,1,0,0,Philips Stadion,
2008,Eredivise,2007-10-06,,Excelsior,NEC Nijmegen,2,0,1,0,0,Stadion Woudestein,
2008,Eredivise,2007-10-06,,NAC Breda,De Graafschap,1,0,1,0,0,Rat Verlegh Stadion,
2008,Eredivise,2007-10-07,,Sparta R'dam,Ajax,2,2,0,1,0,Sparta Stadion,
2008,Eredivise,2007-10-07,,Heerenveen,Heracles Almelo,9,0,1,0,0,Abe Lenstra stadion,
2008,Eredivise,2007-10-07,,Twente,Roda JC,0,1,0,0,1,De Grolsch Veste,
2008,Eredivise,2007-10-07,,AZ Alkmaar,Groningen,2,2,0,1,0,AFAS Stadion,
2008,Eredivise,2007-10-07,,Vitesse,Feyenoord,0,1,0,0,1,GelreDome,
2008,Eredivise,2007-10-19,,De Graafschap,Sparta R'dam,4,0,1,0,0,De Vijverberg,
2008,Eredivise,2007-10-20,,Ajax,NEC Nijmegen,0,0,0,1,0,Amsterdam ArenA,
2008,Eredivise,2007-10-20,,Feyenoord,Excelsior,1,0,1,0,0,De Kuip,
2008,Eredivise,2007-10-20,,Heracles Almelo,Vitesse,2,2,0,1,0,Polman Stadion,
2008,Eredivise,2007-10-20,,PSV Eindhoven,VVV-Venlo,3,1,1,0,0,Philips Stadion,
2008,Eredivise,2007-10-21,,Willem II,NAC Breda,0,0,0,1,0,Koning Willem II Stadion,
2008,Eredivise,2007-10-21,,Groningen,Twente,1,0,1,0,0,Euroborg,
2008,Eredivise,2007-10-21,,AZ Alkmaar,Heerenveen,0,1,0,0,1,AFAS Stadion,
2008,Eredivise,2007-10-21,,Roda JC,Utrecht,1,1,0,1,0,Parkstad Limburg Stadion,
2008,Eredivise,2007-10-26,,Vitesse,Willem II,1,0,1,0,0,GelreDome,
2008,Eredivise,2007-10-27,,Twente,Feyenoord,2,0,1,0,0,De Grolsch Veste,
2008,Eredivise,2007-10-27,,Excelsior,Heracles Almelo,1,1,0,1,0,Stadion Woudestein,
2008,Eredivise,2007-10-27,,Roda JC,De Graafschap,1,0,1,0,0,Parkstad Limburg Stadion,
2008,Eredivise,2007-10-27,,VVV-Venlo,Heerenveen,0,4,0,0,1,Seacon Stadion - De Koel -,
2008,Eredivise,2007-10-28,,NAC Breda,AZ Alkmaar,2,3,0,0,1,Rat Verlegh Stadion,
2008,Eredivise,2007-10-28,,Sparta R'dam,PSV Eindhoven,1,4,0,0,1,Sparta Stadion,
2008,Eredivise,2007-10-28,,NEC Nijmegen,Groningen,5,1,1,0,0,Goffertstadion,
2008,Eredivise,2007-10-28,,Utrecht,Ajax,0,1,0,0,1,Galgenwaard,
2008,Eredivise,2007-11-02,,Willem II,VVV-Venlo,1,2,0,0,1,Koning Willem II Stadion,
2008,Eredivise,2007-11-03,,Heerenveen,PSV Eindhoven,2,1,1,0,0,Abe Lenstra stadion,
2008,Eredivise,2007-11-03,,AZ Alkmaar,NEC Nijmegen,4,0,1,0,0,AFAS Stadion,
2008,Eredivise,2007-11-03,,Excelsior,Sparta R'dam,4,3,1,0,0,Stadion Woudestein,
2008,Eredivise,2007-11-04,,Ajax,Roda JC,4,2,1,0,0,Amsterdam ArenA,
2008,Eredivise,2007-11-04,,Groningen,Vitesse,0,0,0,1,0,Euroborg,
2008,Eredivise,2007-11-04,,Utrecht,NAC Breda,0,1,0,0,1,Galgenwaard,
2008,Eredivise,2007-11-04,,Heracles Almelo,Twente,0,3,0,0,1,Polman Stadion,
2008,Eredivise,2007-11-04,,Feyenoord,De Graafschap,2,0,1,0,0,De Kuip,
2008,Eredivise,2007-11-09,,NEC Nijmegen,Heracles Almelo,3,0,1,0,0,Goffertstadion,
2008,Eredivise,2007-11-10,,VVV-Venlo,Sparta R'dam,2,0,1,0,0,Seacon Stadion - De Koel -,
2008,Eredivise,2007-11-10,,Twente,NAC Breda,1,1,0,1,0,De Grolsch Veste,
2008,Eredivise,2007-11-10,,De Graafschap,Excelsior,1,1,0,1,0,De Vijverberg,
2008,Eredivise,2007-11-10,,Willem II,Utrecht,1,4,0,0,1,Koning Willem II Stadion,
2008,Eredivise,2007-11-11,,PSV Eindhoven,AZ Alkmaar,1,1,0,1,0,Philips Stadion,
2008,Eredivise,2007-11-11,,Vitesse,Heerenveen,0,1,0,0,1,GelreDome,
2008,Eredivise,2007-11-11,,Roda JC,Groningen,5,1,1,0,0,Parkstad Limburg Stadion,
2008,Eredivise,2007-11-11,,Feyenoord,Ajax,2,2,0,1,0,De Kuip,
2008,Eredivise,2007-11-23,,NAC Breda,Roda JC,0,0,0,1,0,Rat Verlegh Stadion,
2008,Eredivise,2007-11-24,,Heracles Almelo,VVV-Venlo,0,0,0,1,0,Polman Stadion,
2008,Eredivise,2007-11-24,,AZ Alkmaar,Willem II,2,0,1,0,0,AFAS Stadion,
2008,Eredivise,2007-11-24,,Excelsior,PSV Eindhoven,1,4,0,0,1,Stadion Woudestein,
2008,Eredivise,2007-11-24,,Heerenveen,De Graafschap,2,3,0,0,1,Abe Lenstra stadion,
2008,Eredivise,2007-11-25,,Utrecht,NEC Nijmegen,3,2,1,0,0,Galgenwaard,
2008,Eredivise,2007-11-25,,Groningen,Feyenoord,3,2,1,0,0,Euroborg,
2008,Eredivise,2007-11-25,,Sparta R'dam,Twente,1,1,0,1,0,Sparta Stadion,
2008,Eredivise,2007-11-25,,Ajax,Vitesse,4,1,1,0,0,Amsterdam ArenA,
2008,Eredivise,2007-11-30,,Utrecht,Sparta R'dam,7,1,1,0,0,Galgenwaard,
2008,Eredivise,2007-12-01,,De Graafschap,PSV Eindhoven,0,1,0,0,1,De Vijverberg,
2008,Eredivise,2007-12-01,,Groningen,VVV-Venlo,1,0,1,0,0,Euroborg,
2008,Eredivise,2007-12-01,,Roda JC,Vitesse,3,2,1,0,0,Parkstad Limburg Stadion,
2008,Eredivise,2007-12-01,,Willem II,Excelsior,6,0,1,0,0,Koning Willem II Stadion,
2008,Eredivise,2007-12-02,,Ajax,NAC Breda,1,3,0,0,1,Amsterdam ArenA,
2008,Eredivise,2007-12-02,,Twente,AZ Alkmaar,2,1,1,0,0,De Grolsch Veste,
2008,Eredivise,2007-12-02,,NEC Nijmegen,Heerenveen,0,1,0,0,1,Goffertstadion,
2008,Eredivise,2007-12-02,,Feyenoord,Heracles Almelo,6,0,1,0,0,De Kuip,
2008,Eredivise,2007-12-07,,PSV Eindhoven,Roda JC,2,4,0,0,1,Philips Stadion,
2008,Eredivise,2007-12-08,,Heracles Almelo,De Graafschap,2,0,1,0,0,Polman Stadion,
2008,Eredivise,2007-12-08,,Excelsior,NAC Breda,0,3,0,0,1,Stadion Woudestein,
2008,Eredivise,2007-12-08,,Vitesse,Twente,2,2,0,1,0,GelreDome,
2008,Eredivise,2007-12-08,,Willem II,Ajax,2,3,0,0,1,Koning Willem II Stadion,
2008,Eredivise,2007-12-09,,Heerenveen,Groningen,4,2,1,0,0,Abe Lenstra stadion,
2008,Eredivise,2007-12-09,,Sparta R'dam,NEC Nijmegen,1,0,1,0,0,Sparta Stadion,
2008,Eredivise,2007-12-09,,AZ Alkmaar,Utrecht,2,1,1,0,0,AFAS Stadion,
2008,Eredivise,2007-12-09,,VVV-Venlo,Feyenoord,0,0,0,1,0,Seacon Stadion - De Koel -,
2008,Eredivise,2007-12-14,,Roda JC,Sparta R'dam,2,3,0,0,1,Parkstad Limburg Stadion,
2008,Eredivise,2007-12-15,,Twente,VVV-Venlo,1,1,0,1,0,De Grolsch Veste,
2008,Eredivise,2007-12-15,,NAC Breda,Heerenveen,1,5,0,0,1,Rat Verlegh Stadion,
2008,Eredivise,2007-12-15,,De Graafschap,NEC Nijmegen,1,1,0,1,0,De Vijverberg,
2008,Eredivise,2007-12-16,,Vitesse,Excelsior,3,0,1,0,0,GelreDome,
2008,Eredivise,2007-12-16,,Groningen,Willem II,1,0,1,0,0,Euroborg,
2008,Eredivise,2007-12-16,,Utrecht,Heracles Almelo,3,1,1,0,0,Galgenwaard,
2008,Eredivise,2007-12-21,,Willem II,De Graafschap,1,2,0,0,1,Koning Willem II Stadion,
2008,Eredivise,2007-12-22,,Heerenveen,Twente,1,2,0,0,1,Abe Lenstra stadion,
2008,Eredivise,2007-12-22,,PSV Eindhoven,Utrecht,4,1,1,0,0,Philips Stadion,
2008,Eredivise,2007-12-22,,Heracles Almelo,Groningen,1,2,0,0,1,Polman Stadion,
2008,Eredivise,2007-12-23,,AZ Alkmaar,Roda JC,1,1,0,1,0,AFAS Stadion,
2008,Eredivise,2007-12-23,,NEC Nijmegen,Feyenoord,0,2,0,0,1,Goffertstadion,
2008,Eredivise,2007-12-23,,VVV-Venlo,Vitesse,2,0,1,0,0,Seacon Stadion - De Koel -,
2008,Eredivise,2007-12-23,,Excelsior,Ajax,2,1,1,0,0,Stadion Woudestein,
2008,Eredivise,2007-12-26,,Groningen,PSV Eindhoven,2,1,1,0,0,Euroborg,
2008,Eredivise,2007-12-26,,NEC Nijmegen,VVV-Venlo,2,2,0,1,0,Goffertstadion,
2008,Eredivise,2007-12-26,,Feyenoord,Sparta R'dam,2,0,1,0,0,De Kuip,
2008,Eredivise,2007-12-27,,Utrecht,Excelsior,4,1,1,0,0,Galgenwaard,
2008,Eredivise,2007-12-27,,Ajax,Twente,2,2,0,1,0,Amsterdam ArenA,
2008,Eredivise,2007-12-27,,Heracles Almelo,Willem II,1,0,1,0,0,Polman Stadion,
2008,Eredivise,2007-12-27,,Roda JC,Heerenveen,1,0,1,0,0,Parkstad Limburg Stadion,
2008,Eredivise,2007-12-27,,NAC Breda,Vitesse,1,2,0,0,1,Rat Verlegh Stadion,
2008,Eredivise,2007-12-29,,Sparta R'dam,Groningen,1,3,0,0,1,Sparta Stadion,
2008,Eredivise,2007-12-30,,Excelsior,Roda JC,1,2,0,0,1,Stadion Woudestein,
2008,Eredivise,2007-12-30,,PSV Eindhoven,NAC Breda,2,0,1,0,0,Philips Stadion,
2008,Eredivise,2007-12-30,,Twente,De Graafschap,2,0,1,0,0,De Grolsch Veste,
2008,Eredivise,2007-12-30,,Willem II,NEC Nijmegen,3,0,1,0,0,Koning Willem II Stadion,
2008,Eredivise,2007-12-30,,AZ Alkmaar,Heracles Almelo,1,0,1,0,0,AFAS Stadion,
2008,Eredivise,2007-12-30,,Vitesse,Utrecht,2,2,0,1,0,GelreDome,
2008,Eredivise,2007-12-30,,Heerenveen,Feyenoord,1,1,0,1,0,Abe Lenstra stadion,
2008,Eredivise,2007-12-30,,VVV-Venlo,Ajax,2,2,0,1,0,Seacon Stadion - De Koel -,
2008,Eredivise,2008-01-11,,NEC Nijmegen,Twente,2,2,0,1,0,Goffertstadion,
2008,Eredivise,2008-01-12,,Groningen,Excelsior,3,2,1,0,0,Euroborg,
2008,Eredivise,2008-01-12,,Roda JC,Willem II,1,1,0,1,0,Parkstad Limburg Stadion,
2008,Eredivise,2008-01-12,,Feyenoord,PSV Eindhoven,0,1,0,0,1,De Kuip,
2008,Eredivise,2008-01-12,,NAC Breda,VVV-Venlo,0,0,0,1,0,Rat Verlegh Stadion,
2008,Eredivise,2008-01-13,,De Graafschap,Vitesse,0,3,0,0,1,De Vijverberg,
2008,Eredivise,2008-01-13,,Utrecht,Heerenveen,2,2,0,1,0,Galgenwaard,
2008,Eredivise,2008-01-13,,Ajax,AZ Alkmaar,6,1,1,0,0,Amsterdam ArenA,
2008,Eredivise,2008-01-13,,Heracles Almelo,Sparta R'dam,2,0,1,0,0,Polman Stadion,
2008,Eredivise,2008-01-16,,De Graafschap,AZ Alkmaar,1,2,0,0,1,De Vijverberg,
2008,Eredivise,2008-01-18,,Excelsior,Feyenoord,2,1,1,0,0,Stadion Woudestein,
2008,Eredivise,2008-01-19,,Heerenveen,AZ Alkmaar,4,0,1,0,0,Abe Lenstra stadion,
2008,Eredivise,2008-01-19,,Vitesse,Heracles Almelo,2,0,1,0,0,GelreDome,
2008,Eredivise,2008-01-19,,NAC Breda,Willem II,1,0,1,0,0,Rat Verlegh Stadion,
2008,Eredivise,2008-01-19,,Utrecht,Roda JC,3,1,1,0,0,Galgenwaard,
2008,Eredivise,2008-01-20,,NEC Nijmegen,Ajax,1,1,0,1,0,Goffertstadion,
2008,Eredivise,2008-01-20,,VVV-Venlo,PSV Eindhoven,1,1,0,1,0,Seacon Stadion - De Koel -,
2008,Eredivise,2008-01-20,,Sparta R'dam,De Graafschap,6,1,1,0,0,Sparta Stadion,
2008,Eredivise,2008-01-20,,Twente,Groningen,3,1,1,0,0,De Grolsch Veste,
2008,Eredivise,2008-01-22,,AZ Alkmaar,NAC Breda,1,2,0,0,1,AFAS Stadion,
2008,Eredivise,2008-01-22,,Heracles Almelo,Excelsior,2,0,1,0,0,Polman Stadion,
2008,Eredivise,2008-01-22,,Willem II,Vitesse,4,0,1,0,0,Koning Willem II Stadion,
2008,Eredivise,2008-01-23,,PSV Eindhoven,Sparta R'dam,3,1,1,0,0,Philips Stadion,
2008,Eredivise,2008-01-23,,Heerenveen,VVV-Venlo,5,1,1,0,0,Abe Lenstra stadion,
2008,Eredivise,2008-01-23,,Ajax,Utrecht,2,0,1,0,0,Amsterdam ArenA,
2008,Eredivise,2008-01-23,,Groningen,NEC Nijmegen,5,1,1,0,0,Euroborg,
2008,Eredivise,2008-01-23,,De Graafschap,Roda JC,2,1,1,0,0,De Vijverberg,
2008,Eredivise,2008-01-24,,Feyenoord,Twente,3,1,1,0,0,De Kuip,
2008,Eredivise,2008-01-25,,Willem II,AZ Alkmaar,3,0,1,0,0,Koning Willem II Stadion,
2008,Eredivise,2008-01-26,,PSV Eindhoven,Excelsior,2,1,1,0,0,Philips Stadion,
2008,Eredivise,2008-01-26,,De Graafschap,Heerenveen,0,3,0,0,1,De Vijverberg,
2008,Eredivise,2008-01-26,,Roda JC,NAC Breda,0,2,0,0,1,Parkstad Limburg Stadion,
2008,Eredivise,2008-01-27,,Twente,Sparta R'dam,1,2,0,0,1,De Grolsch Veste,
2008,Eredivise,2008-01-27,,VVV-Venlo,Heracles Almelo,0,5,0,0,1,Seacon Stadion - De Koel -,
2008,Eredivise,2008-01-27,,NEC Nijmegen,Utrecht,2,0,1,0,0,Goffertstadion,
2008,Eredivise,2008-01-27,,Vitesse,Ajax,2,2,0,1,0,GelreDome,
2008,Eredivise,2008-01-27,,Feyenoord,Groningen,1,1,0,1,0,De Kuip,
2008,Eredivise,2008-01-30,,Feyenoord,AZ Alkmaar,2,2,0,1,0,De Kuip,
2008,Eredivise,2008-01-30,,Ajax,PSV Eindhoven,0,2,0,0,1,Amsterdam ArenA,
2008,Eredivise,2008-02-01,,NAC Breda,Twente,1,0,1,0,0,Rat Verlegh Stadion,
2008,Eredivise,2008-02-02,,Heracles Almelo,NEC Nijmegen,0,2,0,0,1,Polman Stadion,
2008,Eredivise,2008-02-02,,Heerenveen,Vitesse,7,0,1,0,0,Abe Lenstra stadion,
2008,Eredivise,2008-02-02,,Excelsior,De Graafschap,1,1,0,1,0,Stadion Woudestein,
2008,Eredivise,2008-02-02,,AZ Alkmaar,PSV Eindhoven,0,2,0,0,1,AFAS Stadion,
2008,Eredivise,2008-02-03,,Ajax,Feyenoord,3,0,1,0,0,Amsterdam ArenA,
2008,Eredivise,2008-02-03,,Utrecht,Willem II,2,0,1,0,0,Galgenwaard,
2008,Eredivise,2008-02-03,,Groningen,Roda JC,1,1,0,1,0,Euroborg,
2008,Eredivise,2008-02-03,,Sparta R'dam,VVV-Venlo,2,0,1,0,0,Sparta Stadion,
2008,Eredivise,2008-02-06,,Sparta R'dam,NAC Breda,0,1,0,0,1,Sparta Stadion,
2008,Eredivise,2008-02-08,,Twente,Heracles Almelo,2,1,1,0,0,De Grolsch Veste,
2008,Eredivise,2008-02-09,,Vitesse,Groningen,2,1,1,0,0,GelreDome,
2008,Eredivise,2008-02-09,,De Graafschap,Feyenoord,1,3,0,0,1,De Vijverberg,
2008,Eredivise,2008-02-09,,NAC Breda,Utrecht,1,0,1,0,0,Rat Verlegh Stadion,
2008,Eredivise,2008-02-09,,PSV Eindhoven,Heerenveen,1,1,0,1,0,Philips Stadion,
2008,Eredivise,2008-02-10,,Sparta R'dam,Excelsior,0,1,0,0,1,Sparta Stadion,
2008,Eredivise,2008-02-10,,Roda JC,Ajax,2,1,1,0,0,Parkstad Limburg Stadion,
2008,Eredivise,2008-02-10,,VVV-Venlo,Willem II,1,1,0,1,0,Seacon Stadion - De Koel -,
2008,Eredivise,2008-02-10,,NEC Nijmegen,AZ Alkmaar,5,2,1,0,0,Goffertstadion,
2008,Eredivise,2008-02-15,,Ajax,Sparta R'dam,6,2,1,0,0,Amsterdam ArenA,
2008,Eredivise,2008-02-16,,Heracles Almelo,Heerenveen,2,2,0,1,0,Polman Stadion,
2008,Eredivise,2008-02-16,,NEC Nijmegen,Excelsior,0,1,0,0,1,Goffertstadion,
2008,Eredivise,2008-02-16,,Roda JC,Twente,3,1,1,0,0,Parkstad Limburg Stadion,
2008,Eredivise,2008-02-16,,Willem II,PSV Eindhoven,0,1,0,0,1,Koning Willem II Stadion,
2008,Eredivise,2008-02-17,,De Graafschap,NAC Breda,0,1,0,0,1,De Vijverberg,
2008,Eredivise,2008-02-17,,Feyenoord,Vitesse,1,0,1,0,0,De Kuip,
2008,Eredivise,2008-02-17,,Utrecht,VVV-Venlo,1,4,0,0,1,Galgenwaard,
2008,Eredivise,2008-02-17,,Groningen,AZ Alkmaar,2,1,1,0,0,Euroborg,
2008,Eredivise,2008-02-22,,Sparta R'dam,Utrecht,2,1,1,0,0,Sparta Stadion,
2008,Eredivise,2008-02-23,,AZ Alkmaar,Twente,0,0,0,1,0,AFAS Stadion,
2008,Eredivise,2008-02-23,,Excelsior,Willem II,0,0,0,1,0,Stadion Woudestein,
2008,Eredivise,2008-02-23,,Heracles Almelo,Feyenoord,3,3,0,1,0,Polman Stadion,
2008,Eredivise,2008-02-23,,Vitesse,Roda JC,1,1,0,1,0,GelreDome,
2008,Eredivise,2008-02-24,,NAC Breda,Ajax,2,3,0,0,1,Rat Verlegh Stadion,
2008,Eredivise,2008-02-24,,Heerenveen,NEC Nijmegen,2,3,0,0,1,Abe Lenstra stadion,
2008,Eredivise,2008-02-24,,VVV-Venlo,Groningen,2,5,0,0,1,Seacon Stadion - De Koel -,
2008,Eredivise,2008-02-24,,PSV Eindhoven,De Graafschap,4,1,1,0,0,Philips Stadion,
2008,Eredivise,2008-02-29,,Vitesse,VVV-Venlo,1,3,0,0,1,GelreDome,
2008,Eredivise,2008-03-01,,NAC Breda,Sparta R'dam,3,0,1,0,0,Rat Verlegh Stadion,
2008,Eredivise,2008-03-01,,De Graafschap,Willem II,1,2,0,0,1,De Vijverberg,
2008,Eredivise,2008-03-01,,Roda JC,AZ Alkmaar,1,1,0,1,0,Parkstad Limburg Stadion,
2008,Eredivise,2008-03-01,,Twente,Heerenveen,1,0,1,0,0,De Grolsch Veste,
2008,Eredivise,2008-03-02,,Groningen,Heracles Almelo,1,2,0,0,1,Euroborg,
2008,Eredivise,2008-03-02,,Feyenoord,NEC Nijmegen,1,3,0,0,1,De Kuip,
2008,Eredivise,2008-03-02,,Utrecht,PSV Eindhoven,3,1,1,0,0,Galgenwaard,
2008,Eredivise,2008-03-02,,Ajax,Excelsior,4,0,1,0,0,Amsterdam ArenA,
2008,Eredivise,2008-03-07,,Heracles Almelo,Utrecht,2,1,1,0,0,Polman Stadion,
2008,Eredivise,2008-03-08,,NEC Nijmegen,De Graafschap,3,1,1,0,0,Goffertstadion,
2008,Eredivise,2008-03-08,,Willem II,Groningen,1,2,0,0,1,Koning Willem II Stadion,
2008,Eredivise,2008-03-08,,Excelsior,Vitesse,1,2,0,0,1,Stadion Woudestein,
2008,Eredivise,2008-03-08,,Heerenveen,NAC Breda,3,0,1,0,0,Abe Lenstra stadion,
2008,Eredivise,2008-03-09,,Sparta R'dam,Roda JC,4,1,1,0,0,Sparta Stadion,
2008,Eredivise,2008-03-11,,VVV-Venlo,Twente,0,2,0,0,1,Seacon Stadion - De Koel -,
2008,Eredivise,2008-03-12,,AZ Alkmaar,Feyenoord,0,1,0,0,1,AFAS Stadion,
2008,Eredivise,2008-03-14,,Groningen,Heerenveen,0,1,0,0,1,Euroborg,
2008,Eredivise,2008-03-15,,Twente,Vitesse,4,3,1,0,0,De Grolsch Veste,
2008,Eredivise,2008-03-15,,De Graafschap,Heracles Almelo,0,0,0,1,0,De Vijverberg,
2008,Eredivise,2008-03-15,,NAC Breda,Excelsior,2,0,1,0,0,Rat Verlegh Stadion,
2008,Eredivise,2008-03-15,,Feyenoord,VVV-Venlo,4,1,1,0,0,De Kuip,
2008,Eredivise,2008-03-16,,Ajax,Willem II,4,1,1,0,0,Amsterdam ArenA,
2008,Eredivise,2008-03-16,,NEC Nijmegen,Sparta R'dam,4,2,1,0,0,Goffertstadion,
2008,Eredivise,2008-03-16,,Utrecht,AZ Alkmaar,2,2,0,1,0,Galgenwaard,
2008,Eredivise,2008-03-16,,Roda JC,PSV Eindhoven,1,1,0,1,0,Parkstad Limburg Stadion,
2008,Eredivise,2008-03-19,,PSV Eindhoven,Ajax,0,0,0,1,0,Philips Stadion,
2008,Eredivise,2008-03-21,,Vitesse,NAC Breda,3,3,0,1,0,GelreDome,
2008,Eredivise,2008-03-22,,PSV Eindhoven,Groningen,3,0,1,0,0,Philips Stadion,
2008,Eredivise,2008-03-22,,Excelsior,Utrecht,0,2,0,0,1,Stadion Woudestein,
2008,Eredivise,2008-03-22,,AZ Alkmaar,De Graafschap,0,0,0,1,0,AFAS Stadion,
2008,Eredivise,2008-03-22,,Heerenveen,Roda JC,4,3,1,0,0,Abe Lenstra stadion,
2008,Eredivise,2008-03-23,,VVV-Venlo,NEC Nijmegen,1,2,0,0,1,Seacon Stadion - De Koel -,
2008,Eredivise,2008-03-23,,Sparta R'dam,Feyenoord,3,2,1,0,0,Sparta Stadion,
2008,Eredivise,2008-03-23,,Twente,Ajax,2,1,1,0,0,De Grolsch Veste,
2008,Eredivise,2008-03-23,,Willem II,Heracles Almelo,2,1,1,0,0,Koning Willem II Stadion,
2008,Eredivise,2008-03-28,,De Graafschap,Groningen,1,1,0,1,0,De Vijverberg,
2008,Eredivise,2008-03-29,,Heerenveen,Ajax,2,4,0,0,1,Abe Lenstra stadion,
2008,Eredivise,2008-03-29,,Excelsior,VVV-Venlo,2,1,1,0,0,Stadion Woudestein,
2008,Eredivise,2008-03-29,,NEC Nijmegen,PSV Eindhoven,0,0,0,1,0,Goffertstadion,
2008,Eredivise,2008-03-29,,Heracles Almelo,Roda JC,0,0,0,1,0,Polman Stadion,
2008,Eredivise,2008-03-30,,Sparta R'dam,Willem II,2,2,0,1,0,Sparta Stadion,
2008,Eredivise,2008-03-30,,Utrecht,Twente,0,1,0,0,1,Galgenwaard,
2008,Eredivise,2008-03-30,,AZ Alkmaar,Vitesse,2,1,1,0,0,AFAS Stadion,
2008,Eredivise,2008-03-30,,NAC Breda,Feyenoord,3,1,1,0,0,Rat Verlegh Stadion,
2008,Eredivise,2008-04-04,,Roda JC,NEC Nijmegen,0,2,0,0,1,Parkstad Limburg Stadion,
2008,Eredivise,2008-04-05,,Vitesse,Sparta R'dam,3,0,1,0,0,GelreDome,
2008,Eredivise,2008-04-05,,Willem II,Heerenveen,2,3,0,0,1,Koning Willem II Stadion,
2008,Eredivise,2008-04-05,,Twente,Excelsior,1,0,1,0,0,De Grolsch Veste,
2008,Eredivise,2008-04-06,,PSV Eindhoven,Heracles Almelo,2,0,1,0,0,Philips Stadion,
2008,Eredivise,2008-04-06,,Groningen,NAC Breda,1,2,0,0,1,Euroborg,
2008,Eredivise,2008-04-06,,Ajax,De Graafschap,4,1,1,0,0,Amsterdam ArenA,
2008,Eredivise,2008-04-06,,VVV-Venlo,AZ Alkmaar,2,3,0,0,1,Seacon Stadion - De Koel -,
2008,Eredivise,2008-04-06,,Feyenoord,Utrecht,3,1,1,0,0,De Kuip,
2008,Eredivise,2008-04-13,,Excelsior,AZ Alkmaar,1,1,0,1,0,Stadion Woudestein,
2008,Eredivise,2008-04-13,,Roda JC,VVV-Venlo,4,1,1,0,0,Parkstad Limburg Stadion,
2008,Eredivise,2008-04-13,,Heracles Almelo,NAC Breda,0,1,0,0,1,Polman Stadion,
2008,Eredivise,2008-04-13,,NEC Nijmegen,Vitesse,1,0,1,0,0,Goffertstadion,
2008,Eredivise,2008-04-13,,Sparta R'dam,Heerenveen,4,2,1,0,0,Sparta Stadion,
2008,Eredivise,2008-04-13,,De Graafschap,Utrecht,1,1,0,1,0,De Vijverberg,
2008,Eredivise,2008-04-13,,PSV Eindhoven,Twente,1,1,0,1,0,Philips Stadion,
2008,Eredivise,2008-04-13,,Willem II,Feyenoord,3,1,1,0,0,Koning Willem II Stadion,
2008,Eredivise,2008-04-16,,Groningen,Ajax,1,2,0,0,1,Euroborg,
2008,Eredivise,2008-04-20,,NAC Breda,NEC Nijmegen,1,3,0,0,1,Rat Verlegh Stadion,
2008,Eredivise,2008-04-20,,Feyenoord,Roda JC,3,0,1,0,0,De Kuip,
2008,Eredivise,2008-04-20,,VVV-Venlo,De Graafschap,3,0,1,0,0,Seacon Stadion - De Koel -,
